region,ISO,month 1  death rate,month 8  death rate,month 9  death rate,month 10  death rate,month 11  death rate,month 12  death rate,death rate 6mo agg
AGO.14.120,AGO,-0.11643635090188391,-0.14339696061348936,0.25659693045316995,0.1123184203989695,-0.05048340259141574,-0.04035256986681801,0.01824606687853244
AGO.14.121,AGO,-1.02347127633631,-1.0933528754299593,-0.664945777921279,-0.48559263373608247,-1.096393184628443,-1.259583482391602,-5.6233392304436745
AGO.14.122,AGO,-1.007907523157808,-1.1382179525296785,-0.8956810476494134,-0.7641740913964931,-0.9552666992137324,-0.9089197050622169,-5.670167019009342
AGO.14.123,AGO,-0.3538038752728788,-0.4808776000960694,-0.034396084438194516,-0.04166384016439835,-0.2572032718377763,-0.2665274030041007,-1.434472074813418
AGO.14.124,AGO,-0.3946643502636918,-0.9270842768609375,-0.3341305484815084,-0.13034860829723144,-0.3666077407002123,-0.38431732343493186,-2.5371528480385135
AGO.14.125,AGO,-0.8628387196608625,-0.9785763760623819,-0.6365334069036056,-0.5655527365471806,-0.8190130141523659,-0.8006955986110109,-4.663209851937408
AGO.14.126,AGO,-0.45123931357361535,-0.44231954152030356,-0.031175290776230085,-0.10613550881062656,-0.4119364115598334,-0.4684904296538052,-1.911296495894414
AGO.14.127,AGO,-0.949725956351688,-0.8214225669248291,-0.3446769292673361,-0.3401350737435786,-0.950986482268927,-1.2735578818624886,-4.680504890418847
AGO.15.128,AGO,-0.8703354812441362,0.6370871183032543,0.09187811182822922,0.13212822695615806,0.15328312891046764,-0.844625619871423,-0.70058451511745
AGO.15.129.423,AGO,-0.7810774606649515,0.029078438303174706,-0.03507069330881579,0.015466702965661017,-0.47932041051762303,-0.9809864845083922,-2.2319099077309468
AGO.15.130.424,AGO,-0.4642823167790063,0.1945436800707718,0.1547975986307722,0.11495518021497124,0.2525139850529759,-0.5860207714588114,-0.33349264426832653
AGO.15.131,AGO,-0.7319770717821226,0.1300632340444455,0.011360140688952431,0.06109393643012963,-0.3801216477574937,-0.9079510798002511,-1.8175324881763397
AGO.15.132.427,AGO,-0.4816203987509203,0.07419267157377497,0.2156348093384838,0.03716418564466137,0.011356591830195405,-0.6351934234302993,-0.778465563794104
AGO.15.133,AGO,-0.5478583292821736,0.22785712572384073,0.15336424599503332,0.06768484757194655,0.23275162125152993,-0.6189688666880845,-0.4851693554279075
AGO.15.134,AGO,-0.6028110358990153,0.22726175309770164,-0.20079516580552484,0.1066498664155126,0.12831202746501152,-0.6226065374418244,-0.9639890921681388
AGO.15.135,AGO,-0.050403571007330304,0.7104493870283565,0.013926221189652536,0.4371708026558842,1.6001451725182865,0.35136522193498293,3.062653234319832
