region,ISO,month 1  total deaths,month 8  total deaths,month 9  total deaths,month 10  total deaths,month 11  total deaths,month 12  total deaths,total deaths 6mo agg
CHN.1.17.77,CHN,0.10248695376174283,-18.520705181976236,0.04686927295395131,-17.40144889883894,-0.6703363689662605,-0.22830224527681445,-36.671436468342556
CHN.1.2.10,CHN,-0.2027758535763225,-4.48670175133782,-4.776837857741298,-15.293299414959812,-2.200690889443269,-0.3295071154314414,-27.28981288248996
CHN.1.2.11,CHN,-0.15434721963806217,16.80480251622844,-2.524150337089126,-11.379731013698875,-1.3542571700682582,-0.24238697578018165,1.1499297999539366
CHN.1.2.12,CHN,-0.3012082276554429,23.54817769406285,-4.571137166021119,-19.933248490578038,-2.6766966840925788,-0.4143914232697651,-4.348504297554092
CHN.1.2.13,CHN,-0.14798743205476342,14.003817325346814,-2.5647564521347874,-10.959872167696606,-1.3537152865896536,-0.23254278325740005,-1.2550567963863968
CHN.1.3.14,CHN,-1.119356026034585,230.10634104436167,1.57847980504129,-51.53628180987902,-7.762593628409946,-0.77065680185271,170.4959325832267
CHN.1.3.15,CHN,-0.6117915534327382,110.4050853710496,-3.0934023261853354,-32.73088462286143,-4.481725682274875,-0.5441672972921998,68.94311388900302
CHN.1.3.16,CHN,-0.6218550622869542,105.29888801951853,-3.2730014193585433,-32.695012057082494,-4.5292917893122135,-0.5671890935810109,63.61253859789732
CHN.1.3.17,CHN,-0.5325078255183072,88.43171111786425,-3.6412425471893184,-29.21046373023485,-3.9461728280304946,-0.50790416301092,50.593420023880356
CHN.1.4.18,CHN,-0.26188098871238896,-11.783980184765849,-3.5443882076802256,-13.21577306974731,-1.3061072817942425,-0.36329179796045163,-30.475421530660466
CHN.1.4.19,CHN,-0.039090605082705406,-7.397934334279236,-1.522362943160198,-5.2796788076266905,-0.2998243153526208,-0.051224943365415554,-14.590115948866865
CHN.1.4.20,CHN,-0.015662041677237077,-13.403740709493071,-2.476197597346029,-8.252558608766773,-0.3208113344181579,-0.01575343229860823,-24.484723723999874
CHN.1.4.21,CHN,-0.337493768707986,-15.332547085563402,-4.595404493808305,-17.207126137235097,-1.6794312100830728,-0.46957011122352915,-39.621572806621394
CHN.1.4.22,CHN,-0.3324855669814088,-20.428411970396418,-5.47019835231936,-20.117274585809508,-1.7556112169423392,-0.46140963128906554,-48.565391323738105
CHN.1.5.23,CHN,0.07602759718653088,-8.070780960499004,-3.5105139259836093,-9.675640504611025,1.194113288969636,0.10882060518083733,-19.877973899756633
CHN.1.5.24,CHN,-0.005792887724706644,-13.305110564944023,-2.9801062823731046,-14.879955035503153,0.07836530773014534,-0.10920078828753266,-31.201800251102373
CHN.1.5.25,CHN,0.0021129182741866544,-3.605601969879384,-0.6767115981324471,-4.049682767513605,0.0029487227314704645,-0.03370076246963004,-8.360635456989408
CHN.1.5.26,CHN,-0.0005687367756197699,-1.5114043095106724,-0.339147330342977,-1.6909045436570107,0.00931852934235013,-0.012329371994594102,-3.5450357629385234
CHN.1.6.27,CHN,-0.11261559779535235,-7.465866228116143,-2.268498738620391,-9.608903667984906,-0.9073311883185878,-0.11595255951165205,-20.479167980347032
CHN.1.6.28,CHN,-0.2083283760504913,-5.119911471731608,-4.70067914988516,-15.234823017102523,-2.230009118696615,-0.32482489282229365,-27.81857602628869
CHN.1.6.29,CHN,-0.1957293754209351,-4.064018331202344,-4.413401408143575,-14.284893314842343,-2.0971595491150037,-0.30771191607763315,-25.36291389480183
CHN.1.6.30,CHN,-0.1227851325984575,-4.729885414573095,-2.6637956601145576,-10.076049907726842,-1.2156652748728538,-0.139134729075833,-18.947316118961645
CHN.1.6.31,CHN,-0.07857211773256575,-5.4884873958772475,-1.6180704697984996,-6.865396532671642,-0.6303590112168255,-0.08152534406136133,-14.762410871358142
CHN.1.6.32,CHN,-0.0748724331188999,-5.903536436577873,-1.7648543518009723,-6.822913868294196,-0.6236608290347743,-0.08729366132582547,-15.277131580152542
CHN.1.6.33,CHN,-0.07305196995298452,-8.864442772289824,-1.9565719373706918,-9.79457018421194,-1.1796280063818203,-0.08478145790819158,-21.95304632811545
CHN.1.7.34,CHN,-0.6363623957759384,36.87042241991079,-7.842936308431985,-26.369899150487843,-3.0411795693688166,-0.6161877610002778,-1.636142765154073
CHN.1.7.35,CHN,-1.0465985558464932,102.82793137551216,-8.98719323052875,-45.69281340175306,-5.8027040375614956,-0.9771207493129143,40.32150140050946
CHN.1.7.36,CHN,-0.30006652234719144,66.28875415279552,0.9840884966643029,-13.745331895740334,-2.059361884196987,-0.21165374704173756,50.95642860013356
CHN.1.7.37,CHN,-0.81419395255009,95.83946421395726,-5.38469285513171,-34.49280172651827,-4.483226799654891,-0.6807722310612154,49.98377664904109
CHN.1.7.38,CHN,-0.6706592159263656,148.29083245445707,2.212678482009062,-30.73188537497315,-4.603537293775887,-0.4732326647108148,114.02419638707991
CHN.1.7.39,CHN,-0.44575794930196583,7.187258498931906,-7.045225227704466,-23.856991652751045,-3.198386930431657,-0.6088139644055093,-27.967917225662738
CHN.1.8.40,CHN,-0.2712245631571512,-6.2708004305533915,-6.004739425071815,-19.333924533202495,-2.6650501596039704,-0.4348759643561308,-34.980615075944954
CHN.1.8.41,CHN,-0.2825519193116199,-11.694913533257704,-4.892148003790014,-16.74975812447701,-1.8994620601518608,-0.41853406519257913,-35.937367706180794
CHN.1.8.42,CHN,-0.3809240127207298,-22.212223565775012,-6.231979002407453,-21.354562107471878,-1.9121911037892392,-0.6248410166536417,-52.71672080881795
CHN.1.8.43,CHN,-1.1293257424205763,-53.985904718086566,-16.11159125752058,-59.20192646361736,-5.761199900486313,-1.5808004779313476,-137.77074856006274
CHN.1.9.44,CHN,-0.23438992829738195,46.55288830461395,-1.0058874732649792,-14.276862455271452,-1.9523440834182453,-0.2299869421677164,28.853417422194177
CHN.1.9.45,CHN,-0.5958529926664232,114.21533464543238,-2.9937249718123136,-34.04087433549952,-4.530521347172758,-0.5789859832341556,71.4753750150472
CHN.10.100.696,CHN,-0.0017837936879421777,-2.930042387139517,-7.2017898897187544,-5.677003143212884,-0.21876056133449182,-0.013928843782944572,-16.043308618876537
CHN.10.100.697,CHN,-0.0003169897888844624,-2.4307124274338707,-3.290636416364684,-2.4668294360104155,-0.07322322026109675,-0.0032372230454768072,-8.26495571290443
CHN.10.100.698,CHN,0.00022593409303015274,-5.8863387066877255,-4.096485273793306,-2.827021246308376,-0.05549251294649218,-0.00036089081695384056,-12.865472696459824
CHN.10.100.699,CHN,-0.0004668837788111828,-4.884796667802827,-6.414204478998831,-5.392225032221056,-0.1720456475145346,-0.0040899277995667845,-16.867828638115625
CHN.10.100.700,CHN,-0.0012901860604698533,-6.1904803768410765,-12.577463452869804,-9.47088292422778,-0.29298526534132363,-0.014230130076843202,-28.547332335417295
CHN.10.100.701,CHN,0.0004101674989183903,-5.401848571878055,-3.1095154142177623,-2.3841960203621233,-0.047612200677991094,-0.0004489108792274479,-10.94321095051624
CHN.10.100.702,CHN,-3.760285365072688e-05,-3.6794388386581254,-2.460112611967964,-2.080757251966636,-0.05387241390392912,-0.0009168291617405719,-8.275135548512047
CHN.10.100.703,CHN,-0.00033038597372214874,-3.5730143905675598,-4.675137935532447,-3.9271687942806874,-0.12520276848590514,-0.002981954777976829,-12.3038362296183
CHN.10.100.704,CHN,-0.0017946428680792258,-9.60201708890861,-15.926068205808738,-12.207882271973386,-0.3749822928778886,-0.018070879515425405,-38.130815381952125
CHN.10.100.705,CHN,-0.0004230428320877356,-5.621765889742229,-6.905462562881378,-5.6748462982462256,-0.18362246855667091,-0.003987829822475551,-18.390108092081064
CHN.10.100.706,CHN,-0.0009102978067418088,-14.38738529095162,-12.978715179359346,-8.29670094099948,-0.2942909671198721,-0.004220433494584757,-35.962223109731646
CHN.10.100.707,CHN,0.0007493006922290928,-9.064193532226888,-5.3576378228388055,-4.00273960826089,-0.08130039821851619,-0.000848678095695639,-18.505970738948566
CHN.10.100.708,CHN,-0.002374214288812504,-16.192360507719446,-24.313453001510588,-19.354438650093982,-0.6044572974772622,-0.02277583532120802,-60.48985950641129
CHN.10.100.709,CHN,-0.005222834931257158,-3.9124329306485772,-11.0178683289533,-8.841130155852497,-0.3728026038385357,-0.023452078182627057,-24.172908932406795
CHN.10.90.559,CHN,-0.123535727573411,28.279449283188303,-1.5546441998870335,-10.937063184509674,-1.1073485209932674,-0.13657914002014754,14.420278510204769
CHN.10.90.560,CHN,-0.158172735605867,39.01241339337865,-2.055095914419285,-14.735857251211474,-1.4715268728521245,-0.18248747228450846,20.409273147005393
CHN.10.90.561,CHN,-0.20242737679208975,46.580482659151976,-2.5302998682909106,-17.98111978785772,-1.820863989667535,-0.22418229658354627,23.821589339960177
CHN.10.90.562,CHN,-0.09670814264303706,22.228749195191117,-1.211212435772392,-8.584950749010103,-0.8693139420655122,-0.10705716007944947,11.359506765620623
CHN.10.90.563,CHN,-0.37349056637029604,85.81654806214044,-9.202687985067303,-35.55753106791269,-3.7980042511861334,-0.47680506056481525,36.40802913103921
CHN.10.90.564,CHN,-0.05834214099321414,21.200181313654195,-11.373442357688559,-18.14819295439355,-1.440582396684496,-0.14189388788298987,-9.962272423988615
CHN.10.90.565,CHN,-0.04817890159966562,11.28175741763345,-2.3910844967778893,-5.617697648838551,-0.6339826673340461,-0.07055613996627312,2.520257563117025
CHN.10.90.566,CHN,-0.11185113450578078,25.91883449296875,-1.3865528381186072,-9.981468125506384,-1.01100298041769,-0.12414640849469644,13.30381300592559
CHN.10.90.567,CHN,-0.034106299754574354,12.691488530877407,-6.7346723059544615,-10.79435636225905,-0.8589630950535628,-0.0835395703501705,-5.814149102494412
CHN.10.90.568,CHN,-0.0006971022900407321,-7.608440738054717,-6.976320284082136,-4.495287033445953,-0.18309587572421748,-0.0019486942754829825,-19.265789727872548
CHN.10.90.569,CHN,-0.18260799393944713,42.03477841727964,-2.282503412337747,-16.22540569960183,-1.6430761038781307,-0.20224770034789444,21.498937507174592
CHN.10.90.570,CHN,-0.13238574878656123,32.86936814897376,-3.5029347146567225,-14.380445860852864,-1.412614705295245,-0.16321397161804035,13.27777314776433
CHN.10.90.571,CHN,-0.300676686300394,69.18819952979774,-3.758374904209753,-26.70821163141789,-2.704598149483419,-0.33299099341228505,35.383347164974
CHN.10.90.572,CHN,-0.16787069947458744,38.29893986591059,-6.61934800230625,-17.236885645417114,-1.9335562329023839,-0.24650351939711637,12.094775766413136
CHN.10.90.573,CHN,-0.03466608226703081,13.134124419022667,-4.545006747216433,-8.59075625346826,-0.7108982921862398,-0.07570415758449493,-0.8229071136997899
CHN.10.90.574,CHN,-0.13567557809675834,31.83835228815587,-4.861002190204287,-14.27166271311316,-1.6158826517171863,-0.18927148674016533,10.764857668284314
CHN.10.90.575,CHN,-0.08292947773061898,19.49849221169046,-1.2319215605998906,-7.715189713928598,-0.8093436151770428,-0.09453920590374636,9.564568638350565
CHN.10.90.576,CHN,-0.10776237195672252,24.797037534107965,-1.3470007413424847,-9.572217873002051,-0.9693279147125352,-0.1193438227891574,12.681384810305014
CHN.10.90.577,CHN,-0.09590982288735504,39.93122383049995,-5.152953298218991,-16.80055213505661,-1.501778623663291,-0.19402536739730278,16.186004583276404
CHN.10.90.578,CHN,-0.08312964964288762,38.25538716466782,-0.04145025290417922,-10.678734807671606,-0.9631659751676578,-0.15224560175728105,26.336660877524217
CHN.10.90.579,CHN,-0.10500147802484006,30.24570279904854,-7.663538377831557,-17.519366016893702,-1.5532827620911966,-0.1672524040203643,3.2372617601868816
CHN.10.90.580,CHN,-0.051652228658547225,18.765507896194116,-10.263757349434337,-16.312612243887386,-1.3031717963466438,-0.125723594750193,-9.291409316882993
CHN.10.90.581,CHN,-0.08923233363872614,38.1737452775772,-7.140911180073305,-18.437253444778978,-1.6058437929696312,-0.19012666593678354,10.710377860179774
CHN.10.91.582,CHN,-0.14916160375144702,85.46190340646669,-0.8083714141298989,-22.558908825253255,-1.9876114260536968,-0.28833325126921816,59.66951688600918
CHN.10.91.583,CHN,-0.08095308319299772,44.228279699039454,0.13332409409178464,-11.880367308758222,-1.0247964780319339,-0.1499099491759634,31.22557697397212
CHN.10.91.584,CHN,-0.07354129168528672,56.287312211871814,0.38427649599074926,-9.155468630847773,-0.9789325639226709,-0.10461305895969678,46.35903316244713
CHN.10.91.585,CHN,-0.026425281746162127,23.357151052523335,-1.2992972000918341,-5.098322440899281,-0.5131626067488717,-0.06676784038457216,16.353175682652612
CHN.10.91.586,CHN,-0.20107390267840397,104.45545007625331,0.09329990351019012,-28.51579941640629,-2.483368977838372,-0.3595321264130879,72.98897555642735
CHN.10.91.587,CHN,-0.08134632194192644,62.05947818636556,-4.447557270779482,-14.897916230521473,-1.4723312814809661,-0.20266531165031898,40.95766176999138
CHN.10.91.588,CHN,-0.13355828616927778,76.03592299465942,0.2663903950290109,-19.25353457906058,-1.6970455898645112,-0.2412769579611915,54.97689797663286
CHN.10.91.589,CHN,-0.027712450665677908,24.056551005919655,-1.377143020388975,-5.30162972369606,-0.5326211924632932,-0.06973819921726473,16.747706419488384
CHN.10.91.590,CHN,-0.0734804522185702,50.060933277999894,0.17264520115766918,-10.618180885828833,-1.004469738624169,-0.1286655246526458,38.40878187783335
CHN.10.91.591,CHN,-0.08192445739469856,46.13918942458156,-0.08272298511522243,-12.256268178514828,-1.0674510043789303,-0.15526227208892882,32.49556052708895
CHN.10.91.592,CHN,-0.2173285161371612,109.78893706002229,-0.046209906595456846,-30.256099833412094,-2.648092969905529,-0.38136327006150905,76.23984256391054
CHN.10.91.593,CHN,-0.1153182105082668,29.259831087251133,-1.3023085754514383,-10.80171868447998,-1.0823586264648069,-0.1333486754881135,15.824778314858529
CHN.10.91.594,CHN,-0.051916835237251054,40.44096639812074,0.29495998164005854,-6.461273748081561,-0.6963655378856215,-0.07339280647995376,33.45297745207642
CHN.10.91.595,CHN,-0.1344305186070786,63.09407673501216,-0.23745975004701647,-17.835750556601738,-1.5844283651309652,-0.22428722394694622,43.07772032067842
CHN.10.91.596,CHN,-0.037987411720020244,64.37013419122758,-0.6380761944128265,-10.080854321170978,-1.1062844825592055,-0.10778094289866011,52.399150838465886
CHN.10.92.597,CHN,-0.0009305167049802662,-2.527815929944477,-15.53596192586087,-14.236477874981242,-0.38630566048381626,-0.026027838819735204,-32.71351974679512
CHN.10.92.598,CHN,-0.003989702465461093,4.088410639456472,-13.384049456167146,-13.659766937123793,-0.4749920522673121,-0.03375414672621795,-23.468141655293458
CHN.10.92.599,CHN,-0.005327920730050842,-14.19427544163436,-9.192933631120818,-5.195515788502839,-0.13730596749496382,-0.003200315485264878,-28.728559064968298
CHN.10.92.600,CHN,-0.0035375488056911875,9.528313574445974,-5.012966316145343,-6.433870841304915,-0.2339563012289225,-0.025835185886994957,-2.181852618925892
CHN.10.92.601,CHN,-0.00020505242355455013,-12.567136056114578,-8.645171420249172,-5.5894983869792405,-0.08110160231664247,-0.0012936795070943243,-26.88440619759028
CHN.10.92.602,CHN,-0.0007494153386125677,-2.909695772238511,-9.094017178114882,-8.081060755538072,-0.2331804171601846,-0.014367324265919227,-20.333070862656182
CHN.10.92.603,CHN,-0.0022978176325338484,-0.5447648073970216,-9.15106235573512,-8.175990517555778,-0.2912944872839426,-0.016121711622313156,-18.18153169722671
CHN.10.92.604,CHN,-0.00446366973119646,-15.588796351677704,-8.851947359354787,-5.695016499636449,-0.0663550483611371,-0.000791330461134348,-30.207370259222408
CHN.10.92.605,CHN,-0.0007870218451957822,0.9344294224686743,-8.150689243148447,-7.899443091285523,-0.22497083933825174,-0.015744093945140657,-15.357204867093884
CHN.10.92.606,CHN,-3.395428554632642e-05,-0.1729004740299846,-1.035879506419101,-0.9413894383393546,-0.02448756501047419,-0.0017207026975341708,-2.176411640781995
CHN.10.93.607,CHN,-0.1770551190159452,34.000981810097294,-2.9810966416807814,-11.499485784660658,-1.142277153592012,-0.10621649560116207,18.09485061554673
CHN.10.93.608,CHN,-0.5056568836103222,96.91118842385242,-8.989934491480739,-33.27779141482334,-3.286531428329024,-0.30373982040934816,50.54753438519964
CHN.10.93.609,CHN,-0.23947346120207136,73.81839879610797,-3.5989902944333663,-18.015281646979993,-1.2914240987296444,-0.16720735786906124,50.506021936893845
CHN.10.93.610,CHN,-0.1696943398349268,32.643375978669006,-2.8573088203112214,-11.028733044348838,-1.0946847582162735,-0.10182754739330409,17.391127468564445
CHN.10.93.611,CHN,-0.18665401844801083,35.844317412204475,-3.142714407598353,-12.122921101396628,-1.204204832888029,-0.11197493661641549,19.07584811525704
CHN.10.93.612,CHN,-0.10830741668967682,25.769121958369652,-1.7477672689486028,-7.468376298008465,-0.6518239816480208,-0.06915060993361498,15.723696383141272
CHN.10.93.613,CHN,-0.09774839568295268,31.034478359451963,-1.4451754991857724,-7.4850173976707355,-0.5331573112638407,-0.06923118964342412,21.404148566005237
CHN.10.93.614,CHN,-0.3224594163959061,61.92381930454942,-5.4292812603973815,-20.943280457726033,-2.080356829728774,-0.19344550580610345,32.95499583449522
CHN.10.93.615,CHN,-0.533690867631494,102.4878640599501,-8.985805015059546,-34.66246318920684,-3.4431241065955156,-0.3201646302873582,54.542616251169356
CHN.10.93.616,CHN,-0.11774345431095598,22.64346836552846,-1.981927446787418,-7.65443129383505,-0.7603279379487466,-0.07066483936593843,12.05837339328035
CHN.10.93.617,CHN,-0.26240631692581035,50.746454223142436,-4.405088257978766,-17.1130247550582,-1.6998047699958945,-0.15790398243127016,27.108226140752492
CHN.10.93.618,CHN,-0.07599525464241136,23.505208243756865,-1.1417641116253907,-5.718097671851438,-0.4075039623863097,-0.05312219277551546,16.108725050475798
CHN.10.93.619,CHN,-0.15865203922944673,38.97546507071324,-2.5410726282680534,-11.046903656534173,-0.9432286030714775,-0.10233087847110071,24.18327726513899
CHN.10.93.620,CHN,-0.04695304577915469,-6.2862839440079705,-12.511404876661777,-10.42503313302758,-0.4991916846422913,-0.04685996168146223,-29.815726645800236
CHN.10.93.621,CHN,-0.3328251592481199,69.83210398618553,-5.50172397681579,-22.187347899954254,-2.1058180368048762,-0.20489569720078352,39.49949321616171
CHN.10.93.622,CHN,-0.32819380485804106,60.35095453278529,-8.734495357820888,-23.87601420278524,-2.2564739422697113,-0.2007170727159567,24.955060152335452
CHN.10.93.623,CHN,-0.4178827974429712,80.31881714003922,-7.034853601262867,-27.156469418475385,-2.6975003026143107,-0.25074211464436497,42.76136890559932
CHN.10.94.624,CHN,-0.13100016812096688,27.83147647425613,-1.7855436695495797,-11.050728363582193,-1.1176980447364777,-0.14153676576558802,13.604969462501327
CHN.10.94.625,CHN,-0.08200235720118547,57.611100994430494,0.14585395289999495,-9.681392880942429,-1.0339570032100511,-0.11229387619954256,46.84730882977729
CHN.10.94.626,CHN,-0.1621366433498212,53.69028039405128,-2.560307966446295,-12.973921130089748,-1.3051545210436737,-0.15259776538696398,36.536162367734775
CHN.10.94.627,CHN,-0.3225196201545278,70.79768416781772,-6.753380206905666,-22.225985934802537,-2.1548198613803793,-0.26423973129119693,39.07673881328341
CHN.10.94.628,CHN,-0.15498592214744844,34.252987145296444,-3.2424590027110805,-10.723887743643223,-1.0398290346800618,-0.1272141930519318,18.964611249062703
CHN.10.94.629,CHN,-0.1399793537749809,90.29796783037726,-0.15890759385139505,-15.515299921901363,-1.658364204622898,-0.17923719356167056,72.64617956266495
CHN.10.94.630,CHN,-0.10986239674075134,23.669571045185737,-1.47671817209523,-9.35124631786481,-0.9459891068790044,-0.11920745537843164,11.666547596227511
CHN.10.94.631,CHN,-0.23452441410991262,50.67650923542217,-4.153146456963641,-17.834302508003873,-1.758693882492295,-0.22035202911460283,26.47548994473784
CHN.10.94.632,CHN,-0.07845363352491372,19.890957085469662,-1.1099289102279273,-6.826387356877026,-0.6639319091656481,-0.08581207604591419,11.126443199628234
CHN.10.94.633,CHN,-0.11629802790904747,33.8550825784811,-2.0480144594549947,-8.830805976695595,-0.8783999388472354,-0.10438974966021501,21.877174425914017
CHN.10.94.634,CHN,-0.16690151942526335,36.654086101325206,-3.4938869672783555,-11.50405146193314,-1.1153298827140405,-0.136748674654654,20.23716759531975
CHN.10.95.635,CHN,-0.17773352955497593,70.96850823852186,-0.5099754159843992,-20.682011428371,-1.9378333759807667,-0.32097245215720455,47.33998203647352
CHN.10.95.636,CHN,-0.03932652695610365,17.80769070558158,-0.10271835931220817,-5.075100858845516,-0.47098806231443646,-0.0757741071286451,12.043782791024672
CHN.10.95.637,CHN,-0.11204788309954168,55.25570108735114,-0.23650808815892285,-15.359355559082454,-1.3217928409869082,-0.1978537377742869,38.02814297824903
CHN.10.95.638,CHN,-0.11630611087034708,46.832126160767295,-0.29688614310795286,-13.607362599199023,-1.276629082454084,-0.21081030391222833,31.32413192122366
CHN.10.95.639,CHN,-0.21562756251479517,93.55632016504497,0.034269121388590944,-26.47010722350922,-2.4954230028835163,-0.40167077241635757,64.00776072510968
CHN.10.95.640,CHN,-0.09982901369158781,63.013936637388476,-2.5431716014528303,-19.289281612622137,-1.7681689199323938,-0.23359191357586986,39.079893576113655
CHN.10.95.641,CHN,-0.13935430178918773,65.50872817882538,-0.331732900722429,-18.37055691778801,-1.603544616819831,-0.24693403670621294,44.81660540499971
CHN.10.95.642,CHN,-0.04887828561271685,35.39732863194577,-0.5157553280467134,-9.69845932969451,-0.8499012693900996,-0.12611309996749934,24.15822131923423
CHN.10.95.643,CHN,-0.10373551711654545,40.92328920558467,-0.33777239087587024,-11.979595208797459,-1.122421543232809,-0.18665727218817382,27.193107273373816
CHN.10.96.644,CHN,-0.047614819028102225,40.315731755775815,-11.49741127242226,-14.69171500130807,-0.7688923039945725,-0.15510449359102213,13.154993865431782
CHN.10.96.645,CHN,-0.03501103767960546,31.893931900959,-13.913072572499075,-13.597800711229985,-0.8052959550711207,-0.1175036992131319,3.4252479252660812
CHN.10.96.646,CHN,-0.019469897577569034,24.286890481173607,-5.396347783440156,-8.814793440507723,-0.28653549605653966,-0.06511206972617183,9.704631793865447
CHN.10.96.647,CHN,-0.004609362925091314,18.959827792721082,-12.43080456807659,-12.125169685415953,-0.3834001830845416,-0.028021279823138987,-6.012177286604232
CHN.10.96.648,CHN,-0.043388790122056306,33.77321496348078,-13.213339297466122,-13.545292417839104,-0.8777538711738848,-0.14358102891571803,5.949859557963896
CHN.10.97.649,CHN,-0.2403741371703741,50.64425116723257,-8.45773727507814,-22.31834295364554,-2.3800458849376676,-0.2876212632791733,16.96012965312167
CHN.10.97.650,CHN,-0.06873006030113876,11.306723861281034,-2.002903632476896,-5.044009778601863,-0.4879333085219282,-0.054071501764128733,3.64907557961508
CHN.10.97.651,CHN,-0.2222404837205706,47.36462151780308,-7.894737876657537,-20.870126195022237,-2.2353741679854284,-0.27093772707963115,15.87120506733768
CHN.10.97.652,CHN,-0.18084627442868348,43.460049056054515,-3.33879977414852,-15.310955854846688,-1.533222122379322,-0.18424587920621321,22.91197915104509
CHN.10.97.653,CHN,-0.10575410035477857,23.5000162341321,-5.012635218773414,-11.519266715156222,-1.2241903213639307,-0.13512913378354965,5.503040744700203
CHN.10.97.654,CHN,-0.07857444188106578,19.158836732697626,-3.313268171280889,-8.632545782514327,-0.9659938773030939,-0.1174302951999794,6.051024164518269
CHN.10.97.655,CHN,-0.21825869086172603,36.58776857458895,-6.394769233371279,-16.232689031376037,-1.5758603999319747,-0.1748193768394123,11.991371842208524
CHN.10.97.656,CHN,-0.06823497700903042,16.307536065655256,-5.250209362619593,-9.739779229277147,-0.9983647668508827,-0.10265099276476071,0.14829673713384234
CHN.10.97.657,CHN,-0.0792562962480031,19.219347837854173,-0.9248349264135187,-7.286504175134916,-0.7391412289863684,-0.08926121702334369,10.100349994048024
CHN.10.97.658,CHN,-0.5497575961289994,131.72190458997954,-21.56752983772287,-58.0123565053311,-6.4854289580812745,-0.8046403611209808,44.30219133159431
CHN.10.97.659,CHN,-0.2108780665711843,51.44190543051907,-3.9665784082029547,-16.40535335693371,-1.6059367970511482,-0.19168196287614095,29.061476838883934
CHN.10.97.660,CHN,-0.1358131084129185,32.929978426499645,-4.529571496909141,-14.052121566869172,-1.5495574241698995,-0.1921284319731151,12.470786398165398
CHN.10.97.661,CHN,-0.10884404110017118,26.340348262961747,-4.320519358144109,-11.617491715476524,-1.3050154843524193,-0.16253120223357467,8.825946461654949
CHN.10.97.662,CHN,-0.12843668519829013,31.172176926951007,-5.098331119129905,-13.733501117768702,-1.5428277881697017,-0.19191950940078342,10.477160707283623
CHN.10.97.663,CHN,-0.1559688293789305,25.93245486053601,-4.541047673772199,-11.509969969872163,-1.1134016763602343,-0.12299732970254171,8.489069381449939
CHN.10.97.664,CHN,-0.1027295133968564,17.0657900127991,-2.991023008565558,-7.577477711086134,-0.7329970655418799,-0.08099518442377464,5.580567529784897
CHN.10.97.665,CHN,-0.22776403159548095,38.83855753188662,-6.5216625622492455,-16.785400036131634,-1.6240397227871357,-0.18026111204247325,13.499430067080649
CHN.10.97.666,CHN,-0.21391262555031829,51.55823995091554,-8.434630548865378,-22.707376854194113,-2.544110970135932,-0.316009481443849,17.342199470725948
CHN.10.98.667,CHN,-0.04996491451660526,65.98646477677131,-7.2097099830096525,-20.984741058932705,-0.5067436880995276,-0.15874781290358797,37.07655731930923
CHN.10.98.668,CHN,-0.08481010429836787,109.55102188231031,-9.659232041026346,-33.71979389094618,-1.454310380415604,-0.2942476910943135,64.3386277745295
CHN.10.98.669,CHN,-0.03766366559357147,41.93328636363991,-6.808567685075252,-14.048944458398777,-0.3724249772337355,-0.11646929915268699,20.549216278185884
CHN.10.98.670,CHN,-0.03667303215088871,47.724259103571676,-5.6893612778360385,-15.469754720052562,-0.2765359661188683,-0.11200010539249704,26.139934002020826
CHN.10.98.671,CHN,-0.04111768483143322,53.31343543739206,-6.362827863921088,-17.281740116662956,-0.31013782047537325,-0.1254005622738328,29.192211389227374
CHN.10.98.672,CHN,-0.022936819650155746,39.86443648305783,-10.413672966263176,-17.771870706238058,-0.4955321231436201,-0.09576123791381215,11.064662629849005
CHN.10.98.673,CHN,-0.005201791806181457,14.11224605687048,-7.159113164314944,-9.433585012296632,-0.3447881853739749,-0.037994014124089405,-2.868436111045341
CHN.10.98.674,CHN,-0.012895809558121965,16.75601471507996,-1.9995721335757044,-5.433707978315096,-0.0971267952486876,-0.03936516585216774,9.173346832530186
CHN.10.98.675,CHN,-0.14468979569823612,187.9979570253545,-22.4346559493277,-60.96472571362021,-1.0897338564366297,-0.4416652642358891,102.92248644603585
CHN.10.98.676,CHN,-0.06239429805211306,78.92407310299217,-2.5743754916188877,-21.769741809386424,-1.7851434406090205,-0.2547139972522451,52.47770406607347
CHN.10.98.677,CHN,-0.005307629628232738,9.958512476734906,-15.110108567345213,-16.38104426526868,-0.5793933281845413,-0.04652491686697993,-22.16386623055874
CHN.10.99.678,CHN,-0.08879602310403205,13.983791606288532,-2.5833721760291106,-6.356611726535784,-0.6149647932035189,-0.06900015697718974,4.271046730438897
CHN.10.99.679,CHN,-0.09896767539710266,24.832778690206815,-1.9236520902705072,-7.1685898473421386,-0.6523576564215803,-0.07985461529508658,14.9093568054804
CHN.10.99.680,CHN,-0.1318056107136666,27.968851554206513,-3.0399873178576122,-9.409323535771545,-0.9123141032053548,-0.10775218514920733,14.367668801509128
CHN.10.99.681,CHN,-0.09032467464732806,14.217694571451368,-2.6273915674855686,-6.463837762521012,-0.6253379108245795,-0.07018428516148362,4.340618370811396
CHN.10.99.682,CHN,-0.11154726656597379,35.6780666163922,-1.6431139265183639,-8.585975055195638,-0.611504549637058,-0.07927045673063564,24.646655361744536
CHN.10.99.683,CHN,-0.2089201300172289,32.91413168176618,-6.065003422622887,-14.929913329797332,-1.4443960223381425,-0.16231209703215532,10.103586679958436
