region,ISO,month 1  total deaths,month 8  total deaths,month 9  total deaths,month 10  total deaths,month 11  total deaths,month 12  total deaths,total deaths 6mo agg
AGO.11.93,AGO,7.88591394445394,-5.350565862973937,-7.724691158185778,-1.4687658319022263,2.7119018604551113,5.572472678941079,1.6262656307881884
AGO.11.94,AGO,0.5659240913607609,-0.5573474814632167,-0.8657676636366405,-0.28917821990018333,0.11489212165727072,0.36391548244632027,-0.6675616695356887
AGO.11.95.309,AGO,14.222603377764859,-11.294775061252151,-16.889948593894093,-4.394653564050884,4.133733790718879,9.70836656894523,-4.514673481768163
AGO.11.96,AGO,2.88741235050615,-3.3372510521973946,-5.303192853122522,-1.9982412963697815,0.35938428999615063,1.7543605946069665,-5.63752796658043
AGO.11.97,AGO,1.1812470098875267,-0.8290315661134318,-1.206860071638903,-0.24937604958448412,0.3934814774040019,0.8289613435362886,0.11842214349099822
AGO.11.98,AGO,8.030046702100831,-7.926959595890731,-14.020612471753385,-5.55947953541474,0.964202085914116,5.1586935316230464,-13.354109283420858
AGO.11.99,AGO,2.033443859777729,-1.4870837539752504,-2.185485037946002,-0.49298950295639915,0.6497179792144877,1.4145311270123646,-0.06786532887307017
AGO.12.101,AGO,-0.8062231075638242,0.25793829189382117,0.04405916703793786,-0.39484976961876955,-0.7293655539183398,-1.138791137083566,-2.76723210925274
AGO.12.102,AGO,-0.8941685828902842,-0.6743301037012367,-0.15145507521814,-0.3267449171602056,-0.8364275133203487,-1.0040145044437394,-3.887140696733955
AGO.12.103,AGO,-0.4994420781556216,-0.2929024474583846,-0.15103108646192573,-0.2107293877810948,-0.4355501912569558,-0.5033176246640978,-2.0929728157780803
AGO.12.104,AGO,-2.06027029128662,-0.2907483613612667,-0.586070878215103,-0.9804299609277624,-1.860231526548017,-2.44801928722543,-8.225770305564199
AGO.12.105,AGO,-1.3555205670154846,-0.9592971719601471,-0.17715750982299858,-0.485916025336965,-1.139724593233383,-1.301947720656468,-5.419563588025446
AGO.12.106,AGO,-0.27102290894881453,-0.11158575682434614,-0.08532752814049663,-0.11529420638454539,-0.2561205682614285,-0.2905852442622976,-1.1299362128219288
AGO.12.107,AGO,-0.37746552315708737,-0.20188895118156863,-0.06884715684988324,-0.13730368257065123,-0.335443088740101,-0.39904410504778354,-1.519992507547075
