ISO,gdppc,gdp_quartile,age_weighted_impact,age_weighted_impact_rate,pop,age0to4_impact,age0to4_impact_rate,pop0to4,age5to64_impact,age5to64_impact_rate,pop5to64,age65plus_impact,age65plus_impact_rate,pop65plus
KGZ,4182.495086598719,low,-330.0673654883838,-4.72028772731389,6992526.4,-10049968.293241499,-1279838.5794788143,785252.8009691758,-7591121.1832866445,-129847.1924529042,5846195.855208773,-15365647.072310235,-4255495.4812953165,361077.74382204574
KHM,3620.9204889652015,low,1199.1383767324476,6.860079692527051,17479948.2,21675649.403412666,1379438.2547462154,1571338.8641233877,38219234.74321628,258984.57621559955,14757340.109474136,60018953.52661582,5213294.813921416,1151267.2056516567
KIR,1620.3552925169588,low,3.1498736919519157,2.2825436323551,137998.39999999982,165458.3625235503,1026041.7134154076,16125.890435076508,103185.7516281094,88807.79912658766,116189.96601979432,46343.255043531826,815537.1740752576,5682.5435451278745
KNA,20845.71445258195,mid-high,-0.861124160705995,-4.358041574705722,19759.4296875,-10974.462850235484,-636152.489045087,1725.1308513637953,-1435.5134984047822,-8975.747052360983,15993.248138907662,-73702.43972195922,-3611340.33203125,2040.86109160762
KO-,8297.710945682002,mid-low,-73.47092553454536,-4.497978035279674,1633421.171875,-1335180.6859282982,-936255.1605107923,142608.6330140882,-929897.9152079688,-70335.53959109209,1322088.2652128527,-5082013.95231827,-3012302.8450457375,168708.59982343862
KOR,32062.677727569288,high,713.8338183388724,1.388871629892547,51396673.60000001,-1509602.4060866847,-109615.78868575807,1377176.0657712815,22623795.890479524,56854.13981543182,39792697.53077643,50269188.34949441,491595.86690809415,10225714.196025258
KWT,35291.34294894265,high,-0.2810869601271717,-0.005878728771380955,4781424.2,-107710.55425699356,-41091.878637892325,262121.27025428746,16934.62126084842,400.26171097402664,4230887.141225288,62667.23698342778,21728.088224611955,288415.7885204232
LAO,4795.456500374443,mid-low,-267.6739941495902,-3.4066038659202285,7857502.800000001,-1112789.409441079,-142743.63526730545,779571.9979789224,-9655279.489614435,-144080.71291680846,6701299.080321284,-15999330.515903508,-4248072.433608257,376625.6523623795
LBN,11092.812377551252,mid-low,-4.771844653606182,-0.07954352687153786,5999035.800000008,59533.7991251615,13459.984327478107,442302.142979656,-282609.05386317294,-5705.081624962873,4953637.343707805,-254109.2106226068,-42134.73622850314,603087.2229614387
LBR,1118.9165672104325,low,2.1487144533725733,0.037152910914924675,5783434.999999998,8240453.968641588,1030799.2492817291,799423.7456404452,-2339246.3706461154,-48797.676374682305,4793765.901238253,-5686336.152658215,-2988948.77554919,190245.35312129618
LBY,19288.804370920378,mid-high,-3.5026089634784823,-0.04915627666728879,7125456.199999999,-3421296.7498356584,-551501.5636361667,620360.2991219687,2889493.486602618,47155.30988398849,6127610.005556852,181542.36688519223,48092.876851555564,377482.8597705738
LCA,12757.04419597979,mid-high,-6.572012299913009,-3.626798247260321,181207.0,-31685.146212489446,-306186.14414158993,10348.327910565822,-179408.4064829974,-117621.2672509399,152530.58454151603,-446107.67729581404,-2434011.056142695,18328.08754791707
LIE,106323.5739402544,high,-2.825171394350064,-6.608512575958483,42750.48828125,4956.6874500749045,132801.45059905798,3732.404599283846,-20769.317112361605,-60023.16168125936,34602.171112966,-266704.5097727197,-6040184.983552672,4415.502348006756
LKA,8770.086479372396,mid-low,-1262.0098192174328,-5.658111426130114,22304435.599999998,-1316847.2411833464,-88935.51760551262,1480676.4233660032,-24633085.82146514,-136445.7674149976,18053389.48077737,-100251048.85909478,-3618740.911447534,2770329.551418295
LSO,2022.2482375803838,low,-102.50161645555043,-4.3284492215692065,2368091.0,-1090108.9766307713,-396879.6842344783,274669.88609745266,-3672131.089175731,-184364.95636286703,1991772.8193140156,-5487921.579748541,-5399038.391087594,101646.27813737479
LTU,26251.63906564686,mid-high,-72.77757509526643,-2.698446428205232,2697017.5999999987,-131579.29281278723,-108836.66973651668,120896.10342849363,-233783.6279040297,-11722.030716096231,1994395.28496549,-6912394.588809824,-1188397.1753098646,581656.935275656
LUX,79525.69094531062,high,-60.58479679672724,-9.185195570461504,659591.7999999992,24084.629814628384,75374.42726840942,31953.317175947053,-206222.43223684496,-39732.19748221192,519031.0259813106,-5876341.8772505075,-5410975.741405114,108600.410685348
LVA,16555.71320979662,mid-high,-15.813078697543157,-0.8707092028292021,1816114.7999999998,-125995.42026470425,-152240.88363396196,82760.56815831378,25344.366851149465,1906.0190906068112,1329701.6266023172,-1480656.816340761,-366839.7983028528,403624.9128886424
MAC,16203.467774555455,mid-high,-10.370148517890291,-1.4736051564770472,703726.4,-28163.835871776297,-107825.56358505698,26119.81327559635,-167803.5747721964,-29488.74686570729,569042.7454797565,-841047.4411450564,-774796.5298446954,108550.74961598509
MAF,37622.55429540079,high,-0.20143501726662247,-1.0760940780135115,18719.08984375,-13968.425985971699,-854702.7587890625,1634.3021994877,-2173.1633584430333,-14343.177571016206,15151.19887265724,-4001.9123822475126,-206987.35106225108,1933.409148776412
MAR,5970.755653324917,mid-low,-995.6298084821474,-2.5701978825893734,38737476.79999991,-35769809.468699254,-1109324.7998770576,3224466.763265681,-13005631.631287793,-40323.56267942367,32253180.937120702,-50787539.748227686,-1557984.559192075,3259823.0482184375
MCO,35785.40695838633,high,0.013859820905380694,0.8109109267037459,1709.1668701171875,-679.9417355975256,-455658.6267901403,149.22174093077842,1017.1574720413724,73526.0876735636,1383.3967020757082,1048.7663540942224,594094.100185469,176.53202645284816
MDA,7372.397147409333,mid-low,-75.35196465217233,-2.487772911714272,3028892.400000001,-642850.416751205,-354877.5558252486,181147.10445868887,-515688.72376498475,-21441.270210193965,2405122.0786341634,-6376657.324701044,-1440683.6222666022,442613.30011295335
MDG,1188.5967244055994,low,-1473.0904794602736,-4.59179481224601,32080929.999999996,3182152.018355623,72542.77797860377,4386586.931223102,-63647060.802924566,-239629.05870906464,26560660.52498204,-86844139.16145842,-7660364.712248712,1133681.520706149
MDV,13904.113697000988,mid-high,-17.8937146994487,-3.226092334608965,554656.0,-162463.61799467288,-453314.7673980863,35839.03055423796,-609309.6229260876,-124834.21377107209,488095.05384755606,-1017598.2290241097,-3312505.899691114,30719.8918232568
MEX,14023.398161459909,mid-high,-5502.807627247308,-4.186168329629625,131452134.60000004,-80647071.54586229,-795450.1170574744,10138545.436914584,-92584560.07615052,-84391.46874457753,109708435.52488762,-377049131.102718,-3249097.7699352,11604733.30755565
MHL,4032.4001826857743,low,-0.052791195736017975,-4.410700013773286,1196.8892822265625,-57.84709679466209,-55357.94414725958,104.4964687286454,-1104.750526454137,-114037.57386347826,968.7601103972144,-4116.521950352999,-3329947.733411602,123.62121810649366
MKD,13016.681271499043,mid-high,-106.36056817651098,-5.072463840122238,2096822.6000000003,-714918.645263138,-650598.9386678337,109886.22986797447,-965746.9657812233,-58219.342805941,1658807.7419566363,-8955391.206606736,-2729248.550871294,328126.6267869882
MLI,1604.2025028270984,low,2192.248680801541,8.72505784471683,25125892.799999997,82042437.99292299,1859066.9408828968,4413097.570007882,87018008.50681965,432207.3845234301,20133392.353480805,50164421.58041144,8657951.766214976,579402.8765113112
MLT,35331.898389912094,high,5.071814521884033,0.9788230152796232,518154.39999999927,-114421.93399172169,-544015.9926227495,21032.82542119458,188122.66129497008,48569.510029811485,387326.6606550123,433480.72488515475,394870.7056980506,109777.8889722522
MMR,3805.7071302236363,low,-394.1170403996277,-0.7137271810851668,55219564.39999992,4837478.50182892,112467.45378140423,4301225.2337740455,-8692436.991810659,-18555.399654800658,46845862.4094456,-35556745.54998103,-873099.0119081944,4072475.751893279
MNE,14422.259536795362,mid-high,-31.98837594196037,-4.942990616642799,647146.1999999986,-258893.37608550128,-694812.6251339316,37260.89116984556,-224253.8299201033,-44931.6084517962,499100.38310933975,-2715690.3881904325,-2451472.1538912873,110777.941486292
MNG,9094.537317940194,mid-low,-185.37868416466728,-5.220644751236884,3550877.2000000007,-8455806.592436671,-2367799.753576893,357116.6260855882,-4663905.061807822,-155004.56957151688,3008882.3024381637,-5418156.762222232,-2930693.8318803324,184876.2468219324
MNP,20352.736713533526,mid-high,-0.3737496904374677,-1.9883109899677645,18797.345703125,-3777.322972274377,-230165.35581326956,1641.1344613213098,-9980.20566061166,-65596.50372056401,15214.539029589989,-23617.440410860734,-1216458.392610737,1941.4918384650616
MOZ,953.6006895565448,low,4084.6098142270653,11.362012429785494,35949703.799999975,138437023.35540992,2502986.711283609,5530873.285556324,164612436.41262227,558377.2089803977,29480507.758045174,105411521.65467435,11234048.85859566,938321.7304954074
MRT,3820.49753540738,low,494.7532197875118,9.642764171185144,5130823.600000001,10651247.996075792,1460386.10430001,729344.6551370147,20617541.131958596,486928.68599791534,4234201.377909139,18206532.850716792,10884092.032665132,167276.54264660468
MSR,20109.83285681532,mid-high,-0.09397391640315425,-4.475664373245625,2099.6640625,-1261.015125607892,-687896.0955376719,183.3147671266051,-170.3238272005951,-10022.205932467594,1699.4644527191354,-7966.052687506938,-3673282.4082468073,216.86469490128297
MTQ,23764.175673852464,mid-high,-37.70819049022747,-10.311275594226359,365698.6,-146085.2387352226,-825642.8094471201,17693.515532830294,-29804.11251074766,-11520.06130592496,258714.87763193503,-3594929.6977767767,-4027109.2601850918,89268.24343503281
MUS,16941.94041703632,mid-high,-85.08231326041343,-6.552040892958012,1298562.0,-466037.5694900047,-712418.1694573635,65416.29473669619,-1020635.2559460807,-97311.63382645353,1048831.6923814998,-7021558.500605257,-3809687.049604237,184308.0129464881
MWI,1059.8431419208287,low,817.5516628150567,3.6686238700356615,22284968.200000007,47025090.08352921,1409907.5107270852,3335331.55371862,26206076.684710715,142450.39092469786,18396633.74357728,8523999.513265742,1541676.8728813347,552904.416172159
MYS,21408.267699248056,mid-high,-1299.891223645233,-3.7094952534441523,35042266.799999915,-15887884.872472007,-678544.4982392974,2341465.432804812,-27652734.835898444,-92816.95874263477,29792761.16186337,-86448502.65615283,-2972852.391605466,2907931.2144881496
MYT,8183.801385515238,mid-low,-5.694381817462713,-1.5424831114199242,369169.8000000001,-7052.416745918665,-11398.668813647022,61870.52945581838,-276716.4333160721,-93603.16240904377,295627.2268952061,-285669.3316842805,-2447466.273050682,11672.043648969411
NAM,7409.072503135678,mid-low,110.57510155783301,4.061391715181095,2722591.4000000004,2252015.98643629,662250.9659070465,340054.7681122421,4293955.062401281,188819.3371553135,2274107.687852587,4511539.106945731,4161176.43413393,108419.79854393561
NCL,19097.254368038284,mid-high,-2.304790055275987,-0.764178562615296,301603.6,-21522.825521348837,-106291.04282341752,20248.95508561803,-14350.932247271909,-5848.518539877499,245377.2207341331,-194605.24775897802,-541121.5744766535,35963.31341015016
NER,1067.443666333677,low,6666.107126891621,22.34079018303282,29838278.2,211662191.12085226,3666965.755268568,5772134.381586286,271109757.54999673,1161577.7024330639,23339786.652423233,183838764.01831317,25309692.342282753,726357.1659904745
NFK,17333.953122040326,mid-high,-0.03337352576355376,-3.083151409520025,1082.448486328125,-543.9174605961224,-575543.4643988515,94.5050190369615,-299.6553387685896,-34202.079504143956,876.1319285638264,-2493.7797769906647,-2230549.2700314987,111.8011518730294
NGA,3398.3727178474924,low,8766.415715610412,3.684264121762934,237942108.0,379908119.1301732,1013537.4195902012,37483383.62127563,302314420.11619544,156392.76702955225,193304604.71939188,194419032.31467256,2717583.446262541,7154114.534442527
NIC,4413.794276268224,mid-low,1.8937027668211837,0.026153664199667432,7240678.60000001,5421947.189247146,784166.4528549202,691428.0978875627,-262451.07706878637,-4276.348039427956,6137271.210130367,-4970125.835496239,-1206401.8585945296,411979.29198206693
NIU,17333.953122040326,mid-high,0.029571905360043536,3.8585098456779003,766.4074096679688,470.03277095956264,702458.7182437673,66.91251154725535,-35.424960255484216,-5710.674500932881,620.3288289272535,2522.582725300275,3186740.368487788,79.15871497549462
NLD,43079.9507978136,high,-804.4791309175415,-4.568191737185353,17610450.2,-556484.2988530719,-65516.55872066144,849379.6220673261,1161896.9980005685,8967.031028244364,12957432.558678832,-81053325.79090165,-2131001.625983141,3803531.8604464964
NOR,53501.800010637584,high,8.337925515357785,0.15076633878988527,5530362.800000001,-62185.7575990961,-23595.72339475314,263546.73073055275,168501.29411370074,4018.6943932908207,4192936.253003273,727477.0150211758,67746.48193448702,1073822.572402607
NPL,2481.61914414464,low,-1728.3058572691436,-5.598094376876078,30873110.400000006,-35684772.00864709,-1185719.4897739636,3009545.876272116,-44238033.848429665,-170826.06923513618,25896535.60870592,-92907779.86983761,-4723256.827230871,1967027.9061303379
NRU,7380.068945620964,mid-low,-0.06857221513836992,-3.4939808699550436,1962.581298828125,-48.45548379450925,-28279.23399049277,171.34652165896557,-1513.9935439827798,-95309.0404178582,1588.5099014165507,-5294.772486059702,-2612044.711206474,202.706043405134
NZL,31724.651940547123,high,-51.985207135292455,-0.9980797075795053,5208522.6000000015,-495056.9723848331,-174519.3870696849,283668.7549144089,608803.4832972931,15215.802554070628,4001126.336477218,-5312267.224441705,-575198.6063485243,923553.5632057663
OMN,31265.703294726467,high,-52.17115497045589,-1.0300697286772253,5064817.800000007,-2452262.7136692554,-564126.9891125656,434700.47719697596,-464322.8975470512,-10401.192555259613,4464131.34917164,-2300529.885829282,-1385986.959962113,165984.95889832676
PAK,3637.8707368429823,low,17547.121648502496,6.916491196327739,253699761.2,71837939.35141616,223317.3733372645,32168540.350384243,774664742.0505869,368523.39642989286,210207750.59473258,908209483.4482465,8020593.906434228,11323469.234861381
PAN,20117.76746160736,mid-high,-287.5823914684295,-6.263224226232754,4591602.999999993,-2782457.8752092347,-716188.8180717994,388508.9804530134,-3406296.1325208293,-90385.39823879278,3768635.4199841,-22569485.13911288,-5196231.928306084,434343.29819204763
PCN,17333.953122040326,mid-high,1.5756321287031518e-05,0.8208682968584456,1.9194700717926023,0.33004964773483664,196947.4182409399,0.1675826221448931,-0.07117813257374432,-4581.450247297102,1.5536157489811655,1.3167606135420595,664180.9912288891,0.1982532820016042
PER,9133.918064900185,mid-low,-4942.668986294123,-14.188291432492637,34836252.199999966,-53797633.84501819,-1884363.8660565075,2854949.344661491,-93445628.74698424,-323744.37838120724,28864015.867775943,-347023636.0374099,-11132390.97751674,3117242.6187533983
PHL,5423.661696126172,mid-low,-1596.539518800774,-1.314860252074052,121422753.19999999,21306569.72874815,177002.41531940055,12037445.75479407,-53832962.880000494,-52668.82186404536,102210303.88520963,-127127558.72882506,-1771825.5572838155,7174947.793602767
PLW,13002.07097710456,mid-high,-0.22753618625227856,-3.6465279485224764,6239.8037109375,-1958.501358182351,-359505.3125830258,544.7767500598607,-5978.74674627955,-118379.62488917744,5050.486307822506,-14816.370520765955,-2298962.3635422946,644.4807777512524
PNG,3002.750648125842,low,-58.5001970053267,-0.539085631697925,10851744.799999995,1866774.8962058336,152970.96753482104,1220345.8775802648,-2771849.9000422363,-29956.372197579145,9252955.871159315,-4944944.696696267,-1306661.9379972953,378441.0146878024
POL,23087.879726726776,mid-high,-9.09235291617044e+35,-2.3404335972919496e+33,38849010.40000001,-6.668227765603604e+39,-3.837225421330776e+38,1737773.2693355856,-1.2619833404363221e+40,-4.317745987047323e+37,29227827.302071687,-7.163546799173757e+40,-9.087150357013685e+38,7883160.85652171
PRI,26914.619586786295,mid-high,-318.54015409175554,-10.352882987315095,3076825.599999999,-945551.6305094652,-1043356.7568678053,90625.9171932758,-268804.6095001033,-12089.987963324265,2223365.402145468,-30639659.169165984,-4019251.000914179,762322.6109092712
PRK,1563.5496803412407,low,-427.5732670791385,-1.6180406367444686,26425372.600000005,-9522687.75346141,-538063.9654402885,1769805.8902103133,-1594583.0536844959,-7493.528108681912,21279469.837939635,-31640055.900767945,-937186.6140181236,3376067.8425733554
PRT,25503.58141831578,mid-high,-250.8879801040563,-2.4670946194705903,10169369.999999998,-2530442.7120978273,-618903.1344641674,408859.2497255049,2210191.3421357796,30201.108676708383,7318245.7167220395,-24768546.640443582,-1014212.6381003945,2442145.336192488
PRY,9644.003404179477,mid-low,112.86435833763248,1.5925927729563816,7086831.000000001,1031529.773014953,150251.51718230697,686535.3457718175,3388266.7123590773,57138.60994555429,5929907.492652792,6866639.348389218,1459963.679877295,470329.4638786039
PSE,7585.156842267279,mid-low,102.71054686218102,1.8091896350064516,5677157.6,1489340.6193259766,202204.08450453565,736553.1823827075,4348112.587529943,92016.11752860394,4725381.492191624,4433601.479362183,2060014.0565175926,215221.90420666774
PYF,22747.0638079117,mid-high,-6.981077655377279,-0.659960092321281,1057802.9999999998,-80177.37106348554,-92869.57254596785,86333.30472561395,-70835.39256186296,-8129.118470584645,871378.5242296817,-547095.0019123793,-546613.161236632,100088.15021479856
QAT,81531.62740117374,high,-11.171042129967965,-0.3512724949852578,3180164.2,-224815.047715689,-164928.08140659603,136310.95796321917,-606788.8522716865,-20456.466539951616,2966244.688869526,-285500.31300942076,-367872.22716823546,77608.55316725382
REU,21169.90176987666,mid-high,-42.414440920742244,-4.205653976732234,1008510.0,-592221.424738709,-761147.7265170977,77806.37110336372,33407.24045094975,4247.689247131349,786480.3310061143,-3682629.907786465,-2554046.9496857887,144188.02709321846
ROU,19752.91384380093,mid-high,-675.5217472026821,-3.5988737949564764,18770365.0,-3352745.264536472,-346847.461972731,966633.9333917523,-1881804.9359795852,-13295.235879782911,14153979.31255291,-62317624.51975216,-1707461.3260081543,3649723.9246667745
RUS,22046.931950298414,mid-high,-7131.280052371748,-4.918926705422386,144976342.9999998,-47858990.38084262,-673328.5180076198,7107821.68004074,-120263290.97902814,-105998.74502906307,113457278.14612709,-545005723.8773041,-2232688.7386551844,24410286.774034493
RWA,1645.1470723166924,low,-2364.274377596198,-15.871945141727055,14895933.400000002,-44608886.95577773,-2206381.4857972893,2021812.0593800228,-92888739.94357578,-750953.3576451668,12369441.989693675,-98929810.86026628,-19603024.38178097,504666.06036674394
SAU,40213.682783036485,high,-211.80959593534033,-0.5327039983185532,39761217.60000001,-12275228.268271655,-380144.9245568137,3229091.7161612893,-3851511.5888493843,-10949.692627725386,35174609.18580571,-5054219.736412997,-372316.96928767796,1357504.5333235285
SDN,4290.896013937631,low,14501.862098319347,28.469152542262503,50938861.19999993,216557371.32620052,2921948.1376359113,7411403.66376977,586015423.4434155,1407156.036352396,41645376.085119456,647613415.0623187,34409537.83149587,1882075.3078221893
SEN,2561.976895996736,low,549.8304887053279,2.9210196922831657,18823238.0,26710458.28600787,988488.0059901621,2702152.997724254,18273762.675049268,117779.70228037631,15515205.354780324,9998827.909475647,1650299.3541388542,605879.6474954179
SGP,67391.91866960668,high,-84.96506175652414,-1.3821455033449985,6147331.199999999,-3622814.8128007697,-1613991.6588278378,224463.0443401325,-990803.3044035807,-20502.97868018057,4832484.683610151,-3882888.0584480646,-356137.81798119633,1090276.8148742565
SHN,8033.271090880417,mid-low,-0.06502630622907438,-6.782051647517457,958.7999267578124,-747.6887971757744,-893192.8643993303,83.70966976752473,-1188.461246367937,-153142.15795666564,776.0509987747683,-4566.480579363724,-4611206.615672391,99.03005785607928
SJM,50727.46673877089,high,0.07639212970001522,5.369497924222995,1422.7052655220032,-590.2718890966784,-475214.32721360406,124.21171991124693,3503.056948977843,304207.5502705873,1151.5351758567251,4726.427910120358,3216466.694259355,146.94471789668873
SLB,2030.74631525529,low,7.5455393488567495,0.9606539859461412,785458.5999999993,496647.09510009876,459333.9928935852,108123.30521663741,206239.8342867692,31754.853993548877,649474.9883865555,51667.005498807,185450.2415118236,27860.306396803968
SLE,1613.4186901245516,low,30.884390818042206,0.3336737317440856,9255865.20000001,11710605.393834101,925846.5588551535,1264853.8012945403,-1946467.219824686,-25300.800579224,7693302.880791237,-6675699.092205195,-2242360.7960484196,297708.5179142173
SLV,6418.983919271406,mid-low,-408.1763069932823,-6.389012836357652,6388722.6,568592.2444055204,113904.38259057213,499183.8167011695,-10193639.987655552,-191021.6483901737,5336379.448906441,-31192582.956078194,-5639518.460281752,553107.2054424981
SMR,33850.28557177597,high,-0.267080475285719,-1.0658669929538702,25057.580078125,-4097.613287959122,-187302.77255469674,2187.6949454992846,11649.582180559297,57439.275380416875,20281.56188149104,-34260.01642117206,-1323760.4431077545,2588.08280603557
SMX,38300.56825992345,high,-0.26039059045415447,-1.096615726884141,23744.92578125,-18007.466651631225,-868628.6832772049,2073.091413892962,-2834.0160911089015,-14745.830087100763,19219.101768899527,-5197.576302675315,-211929.30632946538,2452.5047491993205
SOM,897.2760348978661,low,1666.911442085087,8.484422917605539,19646727.400000002,71927909.78027277,1999982.5877668196,3596426.7999246665,58948267.60715025,379672.44417923206,15526085.316669052,35814966.8210857,6832123.848581415,524214.2504270048
SPM,34516.60781652007,high,-0.007676328005611455,-0.3824190442671973,2007.3079833984375,138.83822545405877,79222.29252609551,175.25146145994955,-19.432436421552097,-1196.0545116487667,1624.7116023804294,-887.0385895936535,-427847.95574113453,207.32565802659764
SRB,13134.655987070062,mid-high,-176.65190174197167,-2.477090027882376,7131428.399999999,-1775804.711746612,-533680.1312874247,332747.01598179137,173197.48865306663,3249.3030141687577,5330296.617392401,-16062582.951103624,-1093914.7396338317,1468357.8499436148
SSD,724.2302021152522,low,3282.0115361777653,29.28527700078562,11207036.000000002,73941799.02685829,5281441.3229328245,1400030.6830219186,141694732.43217498,1498595.4844518257,9455168.7831894,112564622.15874325,31993443.360362127,351836.5337886817
STP,3431.8400948776175,low,-13.245952088948691,-5.479429968837828,241739.6,-114485.00410401111,-360309.6332620173,31774.06140033941,-529636.9062614514,-263901.6087733063,200694.83802064045,-680473.2985294068,-7340041.809456022,9270.700579018056
SUR,11379.881923204257,mid-low,11.730683322813467,1.835508483343922,639097.1999999997,-6031.0001079330395,-10834.57152120995,55664.40810443355,36390.249848268344,6836.279887567607,532310.7076766605,1142709.0825410115,2235564.1915494637,51115.01995158559
SVK,23230.639495283343,mid-high,-6.567930168145192e+35,-1.1954089996954282e+34,5494295.399999999,-4.415561525199692e+39,-1.587218414924778e+39,278194.95311292465,-9.993401622154908e+39,-2.3776227346092763e+38,4203106.521774221,-5.127033853409732e+40,-5.0613479468545015e+39,1012977.9472276851
SVN,29040.253068738562,high,-57.31776842462069,-2.7135810848185553,2112255.6,-193177.10679013852,-206670.24183908323,93471.17662955527,520196.571905887,33520.23837830213,1551888.0445749266,-6058796.307577819,-1297730.2564651424,466876.400345418
SWE,42126.11521789898,high,-169.24272749046963,-1.5949065240998295,10611451.2,13951.69382587081,2520.3252762678335,553567.1906021138,-1304920.647613186,-16668.57139364702,7828629.201603547,-15633303.795259649,-701317.5693253848,2229133.345439744
SWZ,7153.503454184733,mid-low,-22.79568066492,-1.835378557760002,1242015.2,-154485.5090144272,-111566.6096601139,138469.3050053821,-802342.2948961139,-76178.33295834462,1053242.1276990217,-1322740.2625814588,-2629505.370460416,50303.767295590354
SYC,20901.281592998443,mid-high,-5.788043362625311,-5.27226793507299,109782.80000000002,-74436.17189685226,-927371.2602316164,8026.57739018798,-9178.88506667619,-9999.469214794677,91793.7229417698,-495189.27929900266,-4970532.454696356,9962.49966804116
SYR,3353.4861714910044,low,186.59694187707257,0.830746129087316,22461367.599999998,6736107.116923541,315613.54435784346,2134289.6201203982,4841838.548416246,25241.76561042093,19181853.691000592,7081748.52236747,618373.2879812364,1145222.2565251484
TCA,19316.149758892934,mid-high,-0.7458249750339021,-3.7985334288682946,19634.55078125,-10132.743665928247,-591096.5849371519,1714.2280845702412,-1408.2338970251058,-8861.179912791533,15892.171368648696,-63041.51994043687,-3108613.0469453097,2027.96292071105
TCD,1633.1516115934428,low,4308.312361292801,21.717372624810896,19838092.000000004,146291450.1033383,3987546.176164838,3668708.615282776,183050830.28703588,1161002.3827578337,15766619.690496996,101488955.73890598,25198203.63570035,402762.6619983271
TGO,1746.166258842964,low,556.250324354213,5.81790800883193,9561002.4,19474031.049879044,1455180.413503198,1338255.440299482,20757239.187627908,262338.4121864946,7912390.341400605,15393762.197914347,4960023.821060732,310356.6182999157
THA,14162.313549264663,mid-high,-3258.277789700052,-4.521296356709833,72065123.19999999,-10039433.937866757,-304062.35810413846,3301768.09798612,-36359022.804658964,-64309.619443915886,56537456.0121095,-279429322.22747946,-2286988.6470518336,12218220.785122521
TJK,2655.5045708423054,low,-505.3641649615748,-4.768250598239691,10598523.6,-19153306.488141008,-1479855.041647342,1294269.097250226,-14079297.85664545,-158421.05174062366,8887264.477764552,-17303812.151371017,-4149694.504559067,416990.0249852167
TKL,4365.943629967793,mid-low,0.0005446264496231415,1.8320008511323065,29.728504180908203,15.970153375001704,615302.0935900072,2.595497974307732,13.85332332658486,57572.971167517644,24.062199753902625,24.639168260727594,802442.5418937908,3.0705211867977917
TKM,13831.83391585505,mid-high,-124.99832504159379,-1.8382378574835059,6799899.4,-4064078.824114963,-556162.0140766904,730736.4978641921,-2343205.6722402927,-41276.44906769941,5676858.657093039,-6092548.007804123,-1553016.0799406942,392304.2450427675
TLS,2855.1127477262826,low,-2.467227942592059,-0.17436345850526433,1414991.4000000001,209365.46750160333,130733.69549844315,160146.52282517063,-113335.0688892974,-9578.511185428895,1183222.1803082083,-342753.1928715118,-478553.87728530436,71622.69686662033
TON,4873.0885296853485,mid-low,7.786313885286937,7.176656883070143,108494.9999999998,107722.66125186849,936033.8145903511,11508.41556926152,212763.2495085961,236423.27528373868,89992.51416902695,458145.477768229,6550484.3478109315,6994.07026171025
TTO,19420.910873690373,mid-high,-132.04504918879312,-8.637697331115934,1528706.5999999999,-810741.5947320206,-932663.8009409838,86927.52886024381,-3121298.1884127324,-250605.8397304368,1245500.979454487,-9272465.135734558,-4724580.300932012,196260.08121621705
TUN,8906.657602434378,mid-low,-62.86342851057955,-0.4945832283384443,12710384.200000001,-6905486.378754398,-704262.1983785987,980527.7629060155,1699009.5446980188,16215.205193608472,10477878.78359822,-1079866.0170015746,-86253.72057968017,1251964.5642462543
TUR,19324.375717779567,mid-high,-1227.6271174733306,-1.4004986580862604,87656429.40000004,-17248189.283230137,-298031.3193092047,5787374.737396409,-12467761.176615668,-16913.29735723441,73715733.32672928,-93046761.28748725,-1141233.54917038,8153174.374791874
TUV,4189.684163037611,low,-0.003276761095048124,-1.3959368451243306,234.73562622070312,31.821908463927933,155274.29907929664,20.493995885099363,-63.83566460074184,-33598.671532144734,189.99460898228844,-295.6623533679985,-1219489.2621507833,24.244768899936524
TWN,39235.250044276865,high,94.7058509464335,0.40463747831161107,23405111.000000004,-2327923.254620118,-280952.92310922523,828581.2544171673,5213465.27999574,28686.517080868685,18173922.14362841,6585043.069267727,149597.0609835449,4401853.2356007015
TZA,1909.1873655055408,low,-1389.193032123593,-1.9221120485143,72274300.19999991,40946784.92477029,355710.2665064785,11511274.42199494,-78277838.10058972,-133819.0798838703,58495274.49188869,-101588250.03653987,-4479794.634567319,2267698.819331073
UGA,1748.6470134912354,low,-1684.137827490013,-3.2205865016010966,52292892.20000001,26753955.147308934,310258.75460410333,8623110.468372615,-116675704.5871197,-272927.51116106973,42749704.52438665,-78492033.30919054,-8531065.018416218,920073.087472055
UKR,9780.887104753365,mid-low,-1621.8531003521068,-4.4439432189296415,36495810.60000003,-5977347.976334394,-403639.70886007044,1480862.225675264,-12679359.139431719,-45770.6508843907,27701941.95284166,-143528602.91944456,-1962746.6490859876,7312640.3240215955
UMI,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
URY,16019.501156141014,mid-high,6.254771833337758,0.18348839426097058,3408810.6,68767.5263203311,39992.821775287506,171949.67313565296,-10294.769699807362,-383.6128344558022,2683635.367521435,567004.4267132522,102597.21316505435,552650.9046606148
USA,47984.80092818389,high,-5676.185771758683,-1.6522128038795463,343550525.60000026,-19785207.678757407,-107796.49833570445,18354221.133548763,-22079801.95969109,-8429.199491328623,261944233.04852682,-525753567.5374198,-831312.7505910592,63243775.24146137
